year,month,day,hour,minute,latitude,longitude,depth,magnitude
2000,1,3,2,38,9.67,126.11,19,5
2000,1,6,21,31,16.25,119.78,37,5.9
2000,2,3,13,42,13.64,121.48,2,5
2000,2,13,18,19,5.29,127.44,154,5.9
2000,2,27,12,3,10.64,121.8,12,5
2000,3,21,5,26,4.05,127.84,77,5.9
2000,4,3,15,19,3.75,125.98,120,5.6
2000,4,13,13,12,10.32,126.91,17,5.7
2000,4,13,20,54,10.24,126.62,25,5.5
2000,5,8,10,25,11.03,124.84,6,5
2000,5,8,13,54,10.99,124.67,1,5.1
2000,6,7,16,45,4.91,126.59,32,5.2
2000,6,8,3,52,5.45,125.43,180,5.1
2000,6,11,21,29,10.11,126.2,2,5.1
2000,6,14,1,44,17.3,120.27,42,5.7
2000,6,14,17,0,4.49,127.35,69,5.9
2000,6,19,1,59,16.85,120.43,1,5.7
2000,6,19,9,34,14.09,120.33,108,5.6
2000,7,4,22,19,20.38,122.15,34,5.2
2000,7,11,16,3,6.2,126.22,15,5.1
2000,7,16,3,21,20.33,122.21,15,6.4
2000,7,18,13,10,11.19,126.16,33,5.1
2000,7,18,22,59,17.97,120.68,41,5.6
2000,8,1,7,10,15.1,122.31,81,5.7
2000,8,16,18,34,6.19,124.88,24,5.1
2000,8,20,7,55,7.43,126.51,180,5.4
2000,8,28,3,36,4.08,127.05,33,5.7
2000,8,31,8,24,4.88,123.26,597,5.1
2000,9,8,22,41,6.96,121.87,39,5.1
2000,9,29,22,48,12.25,122.42,20,5
2000,10,5,20,6,6.46,127.06,36,5.6
2000,10,8,3,36,9.75,125.55,12,5.4
2000,10,12,23,25,12.32,124.72,20,5.1
2000,10,21,22,30,13.71,120.62,130,5.3
2000,10,22,1,21,7.09,126.65,65,5
2000,11,4,12,38,5.58,125.97,67,5.5
2000,11,30,20,1,10.7,126.51,32,5
2000,12,5,11,8,4.16,126.93,4,5.5
2000,12,21,16,42,7.21,126.7,11,5
2001,1,1,6,57,6.79,126.78,20,7.2
2001,1,1,7,10,6.63,127.09,45,5.2
2001,1,1,9,34,6.88,127.18,9,5.2
2001,1,2,7,30,6.48,127.23,47,6.2
2001,1,5,1,41,6.81,127.46,30,5
2001,1,5,22,51,6.78,127.59,23,5.2
2001,1,6,4,45,6.56,126.93,15,5.4
2001,1,8,4,20,5.49,127.52,33,5.5
2001,1,12,19,18,17.31,120.51,20,5.1
2001,1,21,4,44,10.17,126.3,1,5.3
2001,2,17,17,49,20.4,122.32,33,5.5
2001,2,21,22,50,6.64,127.14,52,5.4
2001,2,28,9,35,6.45,127.35,72,5.2
2001,4,17,9,5,10.05,126.65,27,5.4
2001,5,11,2,25,16.56,121.11,1,5
2001,7,8,17,17,13.59,120.84,8,5
2001,12,4,18,9,19.03,119.88,17,5.1
2002,1,1,11,29,6.1,125.85,126,5.6
2002,3,5,21,16,5.88,124.22,5,6.8
2002,3,10,5,24,20.4,121.99,26,5.6
2002,4,20,22,39,5.33,124.05,7,5.4
2002,5,4,10,52,5.28,124.1,13,5.2
2002,5,13,19,57,19.11,121.28,1,5.2
2002,5,14,14,19,3.59,125.18,10,5.1
2002,6,9,16,32,5.22,127.25,109,5.1
2002,6,14,2,11,7.66,123.91,3,5.4
2002,7,29,7,13,6.29,126.56,61,5.6
2002,9,3,14,23,13.52,120.65,1,5.7
2002,10,10,13,52,7.51,126.56,1,5
2002,10,12,23,43,15.21,118.47,42,5.2
2002,12,21,17,41,5.07,123.28,595,5.1
2002,12,30,4,49,7.37,123.32,1,6.1
2003,1,6,14,57,20.16,121.43,45,5.4
2003,2,15,5,47,12.12,123.83,2,5.9
2003,2,15,11,1,12.24,123.81,23,6.2
2003,3,2,17,57,15.42,121.67,5,5
2003,4,7,8,55,5.38,127.02,9,5.1
2003,4,11,23,52,7.69,126.67,14,5
2003,4,12,13,42,13.72,120.47,107,5.3
2003,4,27,16,8,4.88,126.32,84,5.1
2003,5,22,17,45,11.3,125.47,30,5.3
2003,5,23,2,24,11.86,124.04,4,5.7
2003,5,23,5,58,11.92,123.99,5,5
2003,5,26,23,13,6.81,123.65,562,6.8
2003,6,8,6,12,19.77,121.63,18,5.4
2003,6,12,18,43,13.07,120.24,3,5.2
2003,6,26,0,18,4.44,126.98,4,5.3
2003,6,26,14,11,12.29,123.82,4,6
2003,7,1,5,52,4.65,122.87,625,5.8
2003,7,1,17,0,12.96,125.04,54,6
2003,7,7,19,55,20.27,122.12,29,5.2
2003,7,11,13,53,9.21,121.84,27,5.9
2003,7,28,23,44,5.08,126.83,56,5
2003,8,4,20,54,5.87,126.35,90,5.2
2003,9,1,15,13,12.25,122.22,13,5.3
2003,10,9,22,19,13.68,119.58,39,5
2003,11,18,17,14,12.19,125.58,38,6.6
2003,11,29,20,16,2.98,127.04,46,5.2
2003,12,6,5,41,11.45,125.81,3,5.2
2003,12,6,9,57,11.41,125.37,2,5
2003,12,10,15,51,17.81,120.66,11,5
2003,12,19,13,5,14.04,124.64,86,5.3
2004,1,29,9,48,6.56,127.14,202,5
2004,2,26,15,30,8.06,123.13,18,5
2004,2,26,17,25,8.18,123.29,20,5
2004,3,12,9,18,3.48,126.65,5,5.3
2004,3,27,23,21,11.34,124.37,2,5.1
2004,5,16,11,1,7.73,126.06,2,5.7
2004,5,17,8,11,7.71,126.07,1,5
2004,5,19,21,28,10.01,123.98,5,5.2
2004,5,27,10,10,6.69,126.06,51,5.7
2004,5,30,1,55,4.6,128.44,4,5.2
2004,6,28,5,6,12.74,123.1,21,5.2
2004,7,31,4,48,19.92,122.66,1,5.1
2004,8,20,17,13,8.24,125.95,15,5
2004,8,31,16,25,7.5,127.07,43,5.6
2004,9,7,7,4,5.53,124.05,26,5.3
2004,9,14,20,15,8.2,127.32,3,5.5
2004,9,15,19,10,14.28,120.17,91,6.2
2004,9,15,19,45,5.24,125.55,115,5.2
2004,10,8,14,36,13.82,120.41,94,6.2
2004,10,9,21,44,15.55,127.04,21,5.2
2004,10,11,6,37,5.38,126.43,32,5.7
2004,10,29,19,28,15.71,118.96,16,5.4
2004,11,27,9,40,19.65,121.2,17,5
2004,12,19,15,14,7.39,123.84,593,5.2
2005,1,13,0,7,5.78,126.29,1,5
2005,1,20,16,47,3.68,126.8,18,5.4
2005,2,5,12,23,5.03,123.53,558,6.9
2005,2,6,9,27,12.47,124.98,54,5.1
2005,2,9,20,59,13.7,120.54,89,5.4
2005,2,15,14,42,4.16,126.97,14,6.4
2005,2,20,4,52,9.66,126.27,27,5
2005,2,20,5,8,8.93,126.43,48,5.1
2005,2,22,3,20,12.7,123.1,19,5.7
2005,4,3,1,41,13.56,120.58,95,5.3
2005,5,19,14,17,6.28,125.77,124,5.2
2005,6,22,6,30,9.69,126.4,11,5.3
2005,7,14,22,53,10.64,122.48,26,5
2005,8,6,12,40,11.84,125.92,5,5.2
2005,8,6,20,25,19.2,121.03,26,5.1
2005,10,4,9,12,9.47,125.34,4,5
2005,11,18,4,33,14.75,123.23,15,5.2
2005,11,19,17,55,6.25,125.93,71,5.4
2005,11,25,5,31,5.69,126.34,39,5.8
2005,11,30,16,53,5.91,123.68,30,5.7
2005,12,11,16,23,14.02,120.65,205,5.1
2006,1,23,14,20,7.05,125.83,73,5.1
2006,3,27,23,43,12.06,121.37,13,5.3
2006,3,31,21,14,3.26,126.87,41,6.1
2006,4,1,21,44,3.82,126.04,54,5.4
2006,4,1,21,50,3.82,126.85,190,5
2006,4,16,17,46,5.99,125.06,213,5.5
2006,5,12,20,15,3.34,126.83,24,5.4
2006,5,22,5,5,5.78,126.23,102,5
2006,5,25,14,19,20.57,120.25,6,5
2006,5,28,9,0,19.57,121.1,35,5.3
2006,5,31,18,6,20.91,119.96,74,5.2
2006,9,5,4,52,7.59,126.65,132,5.6
2006,9,12,15,56,8.31,126.52,69,5.3
2006,10,4,3,54,5.69,125.51,13,5.5
2006,10,20,14,30,13.45,121.54,9,5.2
2006,10,20,14,30,13.45,121.54,10,5.2
2006,10,20,22,9,13.44,121.55,11,5.1
2006,10,30,7,39,3.78,126.05,68,5.2
2006,11,4,6,18,5.73,126.26,32,5.1
2006,11,9,15,43,5.75,126.08,104,5.3
2006,11,13,14,16,4.89,126.28,65,5.4
2006,11,14,10,48,6.33,123.64,21,5.2
2006,11,15,3,52,4.98,127.16,148,5.3
2006,11,15,4,43,6.54,123.63,5,5.5
2006,11,24,17,54,7.41,124.82,4,5
2006,11,29,0,47,5.64,124.02,15,5.3
2006,12,6,3,26,9.64,122.19,25,5
2006,12,11,23,26,2.17,128.5,167,5.9
2006,12,12,9,37,6.58,125.93,56,5.2
2006,12,12,15,48,3.45,125,247,6.2
2006,12,20,23,55,13.41,125.81,20,5.7
2006,12,20,23,55,13.41,125.81,21,5.6
2006,12,22,11,6,3.34,125.72,180,5.2
2006,12,26,12,26,21.65,120.73,12,7.1
2006,12,26,12,34,21.66,121.45,52,7
2006,12,26,17,35,21.78,120.47,16,5.1
2006,12,26,22,56,3.18,125.92,15,5.2
2007,1,6,10,54,11.79,125.98,9,5.2
2007,1,15,20,59,5.38,126.63,37,5
2007,1,18,5,40,9.73,126.39,39,5.2
2007,2,12,12,45,5.16,126.56,54,6.1
2007,2,18,21,4,21.38,120.19,13,5.1
2007,2,19,11,12,5.15,126.65,24,5.4
2007,3,13,5,50,3.84,126.57,14,5.5
